-DOCSTART- -X- -X- O
version -X- _ O
go -X- _ O
online -X- _ O
, -X- _ O
you -X- _ O
know -X- _ O
? -X- _ O

No -X- _ O
refund -X- _ O
is -X- _ O
received -X- _ O
. -X- _ O

Can -X- _ O
Huawei -X- _ B-HUAWEI_DEVICE
V9 -X- _ I-HUAWEI_DEVICE
add -X- _ O
certificates -X- _ O
? -X- _ O

Does -X- _ O
Honor -X- _ B-HUAWEI_DEVICE
8 -X- _ I-HUAWEI_DEVICE
support -X- _ O
pay -X- _ O
? -X- _ O

The -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
can -X- _ O
not -X- _ O
be -X- _ O
found -X- _ O
. -X- _ O

I -X- _ O
wanted -X- _ O
to -X- _ O
tie -X- _ O
my -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
, -X- _ O
but -X- _ O
I -X- _ O
failed -X- _ O
. -X- _ O

The -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
of -X- _ O
the -X- _ O
mobile -X- _ O
phone -X- _ O
suddenly -X- _ O
fails -X- _ O
to -X- _ O
be -X- _ O
refreshed -X- _ O
. -X- _ O

The -X- _ O
door -X- _ B-CARD_TYPE
key -X- _ I-CARD_TYPE
can -X- _ O
not -X- _ O
be -X- _ O
added -X- _ O
. -X- _ O

How -X- _ O
to -X- _ O
add -X- _ O
Shanghai -X- _ B-LOC
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
to -X- _ O
overseas -X- _ O
edition -X- _ O
? -X- _ O

What -X- _ O
can -X- _ O
I -X- _ O
do -X- _ O
if -X- _ O
I -X- _ O
forget -X- _ O
my -X- _ O
payment -X- _ B-CARD_FEATURE
password -X- _ I-CARD_FEATURE
? -X- _ O

The -X- _ O
card -X- _ O
in -X- _ O
Beijing -X- _ B-LOC
, -X- _ O
Tianjin -X- _ B-LOC
, -X- _ O
and -X- _ O
Hebei -X- _ B-LOC
is -X- _ O
invalid -X- _ O
. -X- _ O

Failed -X- _ O
to -X- _ O
submit -X- _ O
the -X- _ O
recharge -X- _ O
order -X- _ O
. -X- _ O

Process -X- _ O
of -X- _ O
stamping -X- _ O
a -X- _ O
coin -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE

Can -X- _ O
Huawei -X- _ B-ORG
cable -X- _ O
packages -X- _ O
be -X- _ O
used -X- _ O
for -X- _ O
bus -X- _ B-CARD_TYPE
cards -X- _ I-CARD_TYPE
? -X- _ O

The -X- _ O
payment -X- _ B-CARD_FEATURE
password -X- _ I-CARD_FEATURE
forgot -X- _ O
, -X- _ O
and -X- _ O
the -X- _ O
answer -X- _ O
to -X- _ O
the -X- _ O
security -X- _ O
question -X- _ O
also -X- _ O
forgot -X- _ O
how -X- _ O
to -X- _ O
do -X- _ O
? -X- _ O

Models -X- _ O
that -X- _ O
support -X- _ O
the -X- _ O
public -X- _ B-CARD_TYPE
transportation -X- _ I-CARD_TYPE
card -X- _ I-CARD_TYPE

How -X- _ O
Do -X- _ O
I -X- _ O
Refund -X- _ O
a -X- _ O
Refund -X- _ B-CODE_TYPE
Code -X- _ I-CODE_TYPE
? -X- _ O

When -X- _ O
can -X- _ O
I -X- _ O
support -X- _ O
the -X- _ O
Hefei -X- _ B-LOC
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

Beijing -X- _ B-LOC
, -X- _ O
Tianjin -X- _ B-LOC
, -X- _ O
and -X- _ O
Hebei -X- _ B-LOC
, -X- _ O
Guangzhou -X- _ B-LOC

Failed -X- _ O
to -X- _ O
find -X- _ O
the -X- _ O
entry -X- _ O
for -X- _ O
adding -X- _ O
a -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O

Mates -X- _ B-HUAWEI_DEVICE
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
does -X- _ O
not -X- _ O
have -X- _ O
\"card -X- _ O
swiping\ -X- _ O
" -X- _ O
. -X- _ O

Why -X- _ O
does -X- _ O
Huawei -X- _ B-ORG
think -X- _ O
8plus -X- _ B-HUAWEI_DEVICE
can -X- _ O
not -X- _ O
use -X- _ O
Huawei -X- _ B-HMS_SERVICE
pay -X- _ I-HMS_SERVICE
? -X- _ O

Why -X- _ O
does -X- _ O
the -X- _ O
phone -X- _ O
automatically -X- _ O
enter -X- _ O
the -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
when -X- _ O
the -X- _ O
phone -X- _ O
is -X- _ O
unlocked -X- _ O
? -X- _ O

What -X- _ O
if -X- _ O
I -X- _ O
charge -X- _ O
the -X- _ O
bill -X- _ O
to -X- _ O
someone -X- _ O
else -X- _ O
? -X- _ O

How -X- _ O
to -X- _ O
deal -X- _ O
with -X- _ O
the -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

Why -X- _ O
does -X- _ O
this -X- _ O
interface -X- _ O
always -X- _ O
pop -X- _ B-HMS_SERVICE_FEATURE
up -X- _ I-HMS_SERVICE_FEATURE
? -X- _ O

The -X- _ O
door -X- _ B-CARD_TYPE
key -X- _ I-CARD_TYPE
can -X- _ O
not -X- _ O
be -X- _ O
added -X- _ O
. -X- _ O

I -X- _ O
've -X- _ O
forgotten -X- _ O
all -X- _ O
about -X- _ O
it -X- _ O
. -X- _ O

When -X- _ O
the -X- _ O
app -X- _ O
can -X- _ O
not -X- _ O
be -X- _ O
paid -X- _ O
by -X- _ O
Huawei -X- _ B-ORG

Why -X- _ O
do -X- _ O
n't -X- _ O
I -X- _ O
have -X- _ O
the -X- _ O
door -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
function -X- _ O
? -X- _ O

Where -X- _ O
can -X- _ O
the -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
be -X- _ O
used -X- _ O
? -X- _ O

How -X- _ O
to -X- _ O
Obtain -X- _ O
the -X- _ O
Eid -X- _ B-CARD_TYPE

Recharge -X- _ O
entry -X- _ O
of -X- _ O
the -X- _ O
H -X- _ B-CARD_TYPE
- -X- _ I-CARD_TYPE
coin -X- _ I-CARD_TYPE
card -X- _ I-CARD_TYPE

How -X- _ O
can -X- _ O
I -X- _ O
transfer -X- _ O
the -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
in -X- _ O
my -X- _ O
wallet -X- _ B-HMS_SERVICE
to -X- _ O
my -X- _ O
watch -X- _ B-HUAWEI_DEVICE
? -X- _ O

Why -X- _ O
does -X- _ O
the -X- _ O
WeChat -X- _ B-NON_HMS_SERVICE
account -X- _ O
appear -X- _ O
in -X- _ O
the -X- _ O
bill -X- _ O
when -X- _ O
I -X- _ O
use -X- _ O
WeChat -X- _ B-NON_HMS_SERVICE
to -X- _ O
pay -X- _ O
for -X- _ O
it -X- _ O
? -X- _ O

The -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
is -X- _ O
automatically -X- _ O
enabled -X- _ O
. -X- _ O

How -X- _ O
come -X- _ O
I -X- _ O
do -X- _ O
n't -X- _ O
have -X- _ O
a -X- _ O
certificate -X- _ O
in -X- _ O
my -X- _ O
bag -X- _ B-CARD_FEATURE
? -X- _ O

How -X- _ O
do -X- _ O
I -X- _ O
get -X- _ O
on -X- _ O
the -X- _ O
bus -X- _ B-TRANSPORT
with -X- _ O
UnionPay -X- _ B-HMS_SERVICE
? -X- _ O

My -X- _ O
wallet -X- _ B-HMS_SERVICE
is -X- _ O
updated -X- _ O
. -X- _ O
Why -X- _ O
do -X- _ O
n't -X- _ O
I -X- _ O
have -X- _ O
an -X- _ O
electronic -X- _ B-CARD_TYPE
ID -X- _ I-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

Can -X- _ O
I -X- _ O
use -X- _ O
the -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
in -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
to -X- _ O
brush -X- _ O
the -X- _ O
bus -X- _ B-TRANSPORT
subway -X- _ I-TRANSPORT
? -X- _ O

How -X- _ O
do -X- _ O
I -X- _ O
delete -X- _ O
an -X- _ O
added -X- _ O
access -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

Why -X- _ O
cann't -X- _ O
I -X- _ O
set -X- _ O
the -X- _ O
door -X- _ B-CARD_TYPE
key -X- _ I-CARD_TYPE
? -X- _ O

Failed -X- _ O
to -X- _ O
use -X- _ O
Huawei -X- _ B-ORG
payment -X- _ O
. -X- _ O

I -X- _ O
ca -X- _ O
n't -X- _ O
brush -X- _ O
the -X- _ O
subway -X- _ B-TRANSPORT
on -X- _ O
my -X- _ O
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O

Double -X- _ O
- -X- _ O
click -X- _ O
the -X- _ O
power -X- _ O
button -X- _ O
to -X- _ O
wake -X- _ O
up -X- _ O
the -X- _ O
card -X- _ B-CARD_FEATURE
swiping -X- _ I-CARD_FEATURE
screen -X- _ O
. -X- _ O

How -X- _ O
do -X- _ O
I -X- _ O
change -X- _ O
the -X- _ O
bound -X- _ O
email -X- _ O
address -X- _ O
of -X- _ O
a -X- _ O
Huawei -X- _ B-HMS_SERVICE
ID -X- _ I-HMS_SERVICE
? -X- _ O

I -X- _ O
forgot -X- _ O
. -X- _ O

Contact -X- _ O
Yi -X- _ B-ORG
Bao -X- _ I-ORG
payment -X- _ O

Can -X- _ O
My -X- _ O
Account -X- _ O
Be -X- _ O
Bound -X- _ O
to -X- _ O
Another -X- _ O
Bank -X- _ B-CARD_TYPE
Card -X- _ I-CARD_TYPE
? -X- _ O

How -X- _ O
many -X- _ O
bank -X- _ B-CARD_TYPE
cards -X- _ I-CARD_TYPE
can -X- _ O
be -X- _ O
added -X- _ O
? -X- _ O

What -X- _ O
can -X- _ O
I -X- _ O
do -X- _ O
if -X- _ O
I -X- _ O
forget -X- _ O
my -X- _ O
account -X- _ O
and -X- _ O
password -X- _ O
because -X- _ O
I -X- _ O
can -X- _ O
not -X- _ O
use -X- _ O
my -X- _ O
Honor -X- _ B-HUAWEI_DEVICE
V9 -X- _ I-HUAWEI_DEVICE
account -X- _ O
? -X- _ O

How -X- _ O
can -X- _ O
I -X- _ O
retrieve -X- _ O
a -X- _ O
Huawei -X- _ B-HMS_SERVICE
ID -X- _ I-HMS_SERVICE
? -X- _ O

Hello -X- _ O
, -X- _ O
is -X- _ O
anyone -X- _ O
there -X- _ O
? -X- _ O

Failed -X- _ O
to -X- _ O
process -X- _ O
the -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
recharge -X- _ O
notification -X- _ B-HMS_SERVICE_FEATURE
order -X- _ O
. -X- _ O

What -X- _ O
can -X- _ O
I -X- _ O
do -X- _ O
if -X- _ O
I -X- _ O
have -X- _ O
lost -X- _ O
my -X- _ O
mobile -X- _ O
phone -X- _ O
? -X- _ O

Failed -X- _ O
to -X- _ O
open -X- _ O
the -X- _ O
card -X- _ O
in -X- _ O
Jinling -X- _ B-LOC
. -X- _ O

Can -X- _ O
Huawei -X- _ B-HUAWEI_DEVICE
Watch -X- _ I-HUAWEI_DEVICE
Share -X- _ O
a -X- _ O
Traffic -X- _ B-CARD_TYPE
Card -X- _ I-CARD_TYPE
? -X- _ O

Does -X- _ O
the -X- _ O
access -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
simulation -X- _ O
function -X- _ O
support -X- _ O
encryption -X- _ B-CARD_TYPE
cards -X- _ I-CARD_TYPE
? -X- _ O

How -X- _ O
do -X- _ O
I -X- _ O
get -X- _ O
the -X- _ O
access -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

I -X- _ O
only -X- _ O
pay -X- _ O
with -X- _ O
WeChat -X- _ B-NON_HMS_SERVICE
, -X- _ O
and -X- _ O
the -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
will -X- _ O
not -X- _ O
be -X- _ O
used -X- _ O
. -X- _ O

The -X- _ O
money -X- _ O
in -X- _ O
the -X- _ O
wallet -X- _ B-HMS_SERVICE
is -X- _ O
wrong -X- _ O
. -X- _ O

Why -X- _ O
ca -X- _ O
n't -X- _ O
I -X- _ O
swipe -X- _ O
card -X- _ O
on -X- _ O
the -X- _ O
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

I -X- _ O
got -X- _ O
rid -X- _ O
of -X- _ O
the -X- _ O
lock -X- _ O
. -X- _ O
I -X- _ O
did -X- _ O
n't -X- _ O
have -X- _ O
a -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O

My -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
was -X- _ O
originally -X- _ O
on -X- _ O
the -X- _ O
standby -X- _ O
server -X- _ O
of -X- _ O
Huawei -X- _ B-ORG
after -X- _ O
- -X- _ O
sales -X- _ O
service -X- _ O
. -X- _ O
Now -X- _ O
my -X- _ O
phone -X- _ O
has -X- _ O
been -X- _ O
repaired -X- _ O
, -X- _ O
but -X- _ O
the -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
has -X- _ O
not -X- _ O
been -X- _ O
migrated -X- _ O
. -X- _ O
What -X- _ O
can -X- _ O
I -X- _ O
do -X- _ O
? -X- _ O

Which -X- _ O
of -X- _ O
the -X- _ O
following -X- _ O
traffic -X- _ B-CARD_TYPE
cards -X- _ I-CARD_TYPE
can -X- _ O
be -X- _ O
migrated -X- _ O
to -X- _ O
other -X- _ O
mobile -X- _ O
phones -X- _ O
? -X- _ O

Long -X- _ O
Antong -X- _ O
deletion -X- _ B-HMS_SERVICE_FEATURE
card -X- _ O

Which -X- _ O
cities -X- _ O
can -X- _ O
interconnection -X- _ B-CARD_TYPE
cards -X- _ I-CARD_TYPE
be -X- _ O
used -X- _ O
in -X- _ O
? -X- _ O

One -X- _ O
door -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
can -X- _ O
simulate -X- _ O
several -X- _ O
mobile -X- _ O
phones -X- _ O
. -X- _ O

The -X- _ O
benefits -X- _ O
of -X- _ O
the -X- _ O
flexible -X- _ O
period -X- _ O
are -X- _ O
not -X- _ O
accounted -X- _ O
for -X- _ O
. -X- _ O

How -X- _ O
Do -X- _ O
I -X- _ O
Release -X- _ O
a -X- _ O
Bound -X- _ O
Bank -X- _ B-CARD_TYPE
Card -X- _ I-CARD_TYPE
? -X- _ O

Alipay -X- _ B-NON_HMS_SERVICE
and -X- _ O
huawei -X- _ B-HMS_SERVICE
pay -X- _ I-HMS_SERVICE
icons -X- _ O
overlap -X- _ O
. -X- _ O

Unlock -X- _ O
is -X- _ O
the -X- _ O
status -X- _ O
of -X- _ O
card -X- _ B-CARD_FEATURE
swiping -X- _ I-CARD_FEATURE
. -X- _ O
How -X- _ O
can -X- _ O
I -X- _ O
disable -X- _ O
it -X- _ O
? -X- _ O

What -X- _ O
is -X- _ O
the -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
number -X- _ O
? -X- _ O

Failed -X- _ O
to -X- _ O
simulate -X- _ O
the -X- _ O
access -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O

I -X- _ O
ca -X- _ O
n't -X- _ O
see -X- _ O
the -X- _ O
deal -X- _ O
with -X- _ O
the -X- _ O
Shanghai -X- _ B-LOC
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O

If -X- _ O
the -X- _ O
order -X- _ O
is -X- _ O
not -X- _ O
completed -X- _ O
, -X- _ O
can -X- _ O
I -X- _ O
have -X- _ O
a -X- _ O
discount -X- _ O
by -X- _ O
referring -X- _ O
to -X- _ O
? -X- _ O

What -X- _ O
's -X- _ O
the -X- _ O
problem -X- _ O
with -X- _ O
the -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

There -X- _ O
is -X- _ O
no -X- _ O
smart -X- _ O
home -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
in -X- _ O
the -X- _ O
wallet -X- _ B-HMS_SERVICE
. -X- _ O

What -X- _ O
can -X- _ O
I -X- _ O
do -X- _ O
with -X- _ O
the -X- _ O
NE -X- _ B-HMS_SERVICE
ID -X- _ I-HMS_SERVICE
? -X- _ O

Check -X- _ O
whether -X- _ O
there -X- _ O
is -X- _ O
a -X- _ O
limit -X- _ O
on -X- _ O
the -X- _ O
consumption -X- _ O
of -X- _ O
a -X- _ O
single -X- _ O
debit -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
in -X- _ O
the -X- _ O
CMB -X- _ B-ORG
debit -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O

It -X- _ O
's -X- _ O
been -X- _ O
deducted -X- _ O
for -X- _ O
no -X- _ O
reason -X- _ O
. -X- _ O

Why -X- _ O
ca -X- _ O
n't -X- _ O
I -X- _ O
add -X- _ O
a -X- _ O
access -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
to -X- _ O
this -X- _ O
model -X- _ O
? -X- _ O

Failed -X- _ O
to -X- _ O
recharge -X- _ O
the -X- _ O
mobile -X- _ O
phone -X- _ O
. -X- _ O

Deregistering -X- _ B-HMS_SERVICE_FEATURE
an -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE

Can -X- _ O
I -X- _ O
use -X- _ O
Huawei -X- _ B-HMS_SERVICE
pay -X- _ I-HMS_SERVICE
to -X- _ O
take -X- _ O
the -X- _ O
metro -X- _ B-TRANSPORT
bus -X- _ I-TRANSPORT
for -X- _ O
Honor -X- _ B-HUAWEI_DEVICE
20 -X- _ I-HUAWEI_DEVICE
? -X- _ O

What -X- _ O
do -X- _ O
I -X- _ O
do -X- _ O
with -X- _ O
my -X- _ O
face -X- _ O
recognition -X- _ O
? -X- _ O

How -X- _ O
to -X- _ O
unbind -X- _ O
Alipay -X- _ B-NON_HMS_SERVICE
? -X- _ O

Hello -X- _ O
, -X- _ O
are -X- _ O
you -X- _ O
there -X- _ O
? -X- _ O

I -X- _ O
lost -X- _ O
my -X- _ O
phone -X- _ O
and -X- _ O
bought -X- _ O
another -X- _ O
Huawei -X- _ B-ORG
device -X- _ O
. -X- _ O
However -X- _ O
, -X- _ O
the -X- _ O
previous -X- _ O
SIM -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
was -X- _ O
bound -X- _ O
to -X- _ O
a -X- _ O
non -X- _ O
- -X- _ O
local -X- _ O
card -X- _ O
, -X- _ O
and -X- _ O
the -X- _ O
card -X- _ O
can -X- _ O
not -X- _ O
be -X- _ O
repaired -X- _ O
temporarily -X- _ O
. -X- _ O
What -X- _ O
should -X- _ O
I -X- _ O
do -X- _ O
if -X- _ O
I -X- _ O
do -X- _ O
not -X- _ O
remember -X- _ O
the -X- _ O
password -X- _ O
? -X- _ O

Do -X- _ O
not -X- _ O
want -X- _ O
to -X- _ O
push -X- _ O
applications -X- _ O
. -X- _ O

UnionPay -X- _ B-HMS_SERVICE
Supermarket -X- _ B-MISC
Festival -X- _ I-MISC
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
full -X- _ O
99 -X- _ B-MONEY
yuan -X- _ I-MONEY
minus -X- _ O
20 -X- _ B-MONEY
yuan -X- _ I-MONEY
activities -X- _ O

How -X- _ O
to -X- _ O
recharge -X- _ O
the -X- _ O
coin -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

Failed -X- _ O
to -X- _ O
add -X- _ O
a -X- _ O
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O

Unable -X- _ O
to -X- _ O
swipe -X- _ O
the -X- _ O
card -X- _ O
to -X- _ O
enter -X- _ O
the -X- _ O
site -X- _ O

Failed -X- _ O
to -X- _ O
update -X- _ O
the -X- _ O
bus -X- _ B-TRANSPORT
. -X- _ O

Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
Delete -X- _ O
the -X- _ O
associated -X- _ O
Alipay -X- _ B-NON_HMS_SERVICE
account -X- _ O
. -X- _ O

The -X- _ O
existing -X- _ O
card -X- _ O
can -X- _ O
not -X- _ O
be -X- _ O
deleted -X- _ O
. -X- _ O

Change -X- _ O
progress -X- _ O

Card -X- _ B-CARD_FEATURE
swiping -X- _ I-CARD_FEATURE
associated -X- _ O
with -X- _ O
Alipay -X- _ B-NON_HMS_SERVICE

How -X- _ O
can -X- _ O
I -X- _ O
deduct -X- _ O
10 -X- _ B-MONEY
yuan -X- _ I-MONEY
from -X- _ O
the -X- _ O
mobile -X- _ O
phone -X- _ O
call -X- _ O
fee -X- _ O
? -X- _ O

Reason -X- _ O
why -X- _ O
the -X- _ O
door -X- _ B-CARD_TYPE
key -X- _ I-CARD_TYPE
can -X- _ O
not -X- _ O
be -X- _ O
opened -X- _ O
after -X- _ O
the -X- _ O
door -X- _ B-CARD_TYPE
key -X- _ I-CARD_TYPE
is -X- _ O
added -X- _ O
successfully -X- _ O

What -X- _ O
can -X- _ O
I -X- _ O
do -X- _ O
if -X- _ O
my -X- _ O
phone -X- _ O
is -X- _ O
stolen -X- _ O
? -X- _ O

No -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
is -X- _ O
added -X- _ O
. -X- _ O

Payment -X- _ B-CARD_FEATURE
password -X- _ I-CARD_FEATURE
complaint -X- _ O

Unbind -X- _ O
the -X- _ O
payment -X- _ B-CODE_TYPE
code -X- _ I-CODE_TYPE
from -X- _ O
Alipay -X- _ B-NON_HMS_SERVICE
. -X- _ O

CNY0 -X- _ O
for -X- _ O
Shijiazhuang -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE

I -X- _ O
do -X- _ O
n't -X- _ O
remember -X- _ O
the -X- _ O
password -X- _ B-HMS_SERVICE_FEATURE
protection -X- _ I-HMS_SERVICE_FEATURE
problem -X- _ O
. -X- _ O
Can -X- _ O
you -X- _ O
rewrite -X- _ O
it -X- _ O
? -X- _ O

I -X- _ O
want -X- _ O
to -X- _ O
cancel -X- _ O
the -X- _ O
quick -X- _ B-CARD_FEATURE
payment -X- _ I-CARD_FEATURE
of -X- _ O
the -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O

How -X- _ O
Do -X- _ O
I -X- _ O
Change -X- _ O
the -X- _ O
real -X- _ O
- -X- _ O
name -X- _ O
Authentication -X- _ B-HMS_SERVICE_FEATURE
? -X- _ O

Huawei -X- _ B-ORG
mobile -X- _ O
phone -X- _ O
failed -X- _ O
to -X- _ O
take -X- _ O
the -X- _ O
bus -X- _ B-TRANSPORT
. -X- _ O

Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
9.0.3.300 -X- _ O
, -X- _ O
why -X- _ O
do -X- _ O
n't -X- _ O
you -X- _ O
have -X- _ O
a -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O

Hello -X- _ O
, -X- _ O
I -X- _ O
ca -X- _ O
n't -X- _ O
pay -X- _ O
for -X- _ O
this -X- _ O
. -X- _ O
Why -X- _ O
? -X- _ O

Can -X- _ O
I -X- _ O
query -X- _ O
the -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
consumption -X- _ O
? -X- _ O

I -X- _ O
ca -X- _ O
n't -X- _ O
add -X- _ O
a -X- _ O
bus -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O

Why -X- _ O
do -X- _ O
I -X- _ O
have -X- _ O
no -X- _ O
papers -X- _ O
? -X- _ O

Jingjin -X- _ B-CARD_TYPE
Ji -X- _ I-CARD_TYPE
card -X- _ I-CARD_TYPE
ca -X- _ O
n't -X- _ O
get -X- _ O
out -X- _ O
of -X- _ O
the -X- _ O
station -X- _ O
how -X- _ O
to -X- _ O
do -X- _ O
? -X- _ O

I -X- _ O
ca -X- _ O
n't -X- _ O
brush -X- _ O
the -X- _ O
bus -X- _ B-TRANSPORT
on -X- _ O
my -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
. -X- _ O

The -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
of -X- _ O
Qin -X- _ B-LOC
Island -X- _ I-LOC
is -X- _ O
charged -X- _ O
twice -X- _ O
. -X- _ O

What -X- _ O
can -X- _ O
I -X- _ O
do -X- _ O
if -X- _ O
I -X- _ O
forget -X- _ O
the -X- _ O
payment -X- _ B-CARD_FEATURE
password -X- _ I-CARD_FEATURE
? -X- _ O

The -X- _ O
subway -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
does -X- _ O
n't -X- _ O
respond -X- _ O
. -X- _ O

Can -X- _ O
not -X- _ O
find -X- _ O
the -X- _ O
place -X- _ O
where -X- _ O
the -X- _ O
traffic -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
is -X- _ O
added -X- _ O
. -X- _ O

What -X- _ O
can -X- _ O
I -X- _ O
do -X- _ O
if -X- _ O
my -X- _ O
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
fails -X- _ O
to -X- _ O
be -X- _ O
removed -X- _ O
? -X- _ O

What -X- _ O
can -X- _ O
a -X- _ O
coin -X- _ O
buy -X- _ O
? -X- _ O

Does -X- _ O
Huawei -X- _ B-HUAWEI_DEVICE
Nouwa5p -X- _ I-HUAWEI_DEVICE
Support -X- _ O
Flash -X- _ B-CARD_FEATURE
Payment -X- _ I-CARD_FEATURE
? -X- _ O

How -X- _ O
Do -X- _ O
I -X- _ O
Bind -X- _ O
an -X- _ O
Electronic -X- _ B-CARD_TYPE
ID -X- _ I-CARD_TYPE
Card -X- _ I-CARD_TYPE
? -X- _ O

How -X- _ O
to -X- _ O
use -X- _ O
the -X- _ O
Huawei -X- _ B-HMS_SERVICE
Pay -X- _ I-HMS_SERVICE
bank -X- _ B-CARD_TYPE
card -X- _ I-CARD_TYPE
to -X- _ O
pay -X- _ O
for -X- _ O
the -X- _ O
POS -X- _ B-CARD_USAGE
machine -X- _ O
? -X- _ O

How -X- _ O
to -X- _ O
upgrade -X- _ O
Beijing -X- _ B-ORG
Municipal -X- _ I-ORG
Traffic -X- _ B-CARD_TYPE
Card -X- _ I-CARD_TYPE
to -X- _ O
Beijing -X- _ B-CARD_TYPE
- -X- _ I-CARD_TYPE
Tianjin -X- _ I-CARD_TYPE
- -X- _ I-CARD_TYPE
Hebei -X- _ I-CARD_TYPE
Interconnection -X- _ I-CARD_TYPE
Card -X- _ I-CARD_TYPE
? -X- _ O
How -X- _ O
to -X- _ O
Download -X- _ O
After -X- _ O
the -X- _ O
Upgrade -X- _ O

What -X- _ O
model -X- _ O
can -X- _ O
be -X- _ O
used -X- _ O
to -X- _ O
set -X- _ O
the -X- _ O
fast -X- _ B-CARD_TYPE
speed -X- _ I-CARD_TYPE
card -X- _ I-CARD_TYPE
? -X- _ O
When -X- _ O
NFC -X- _ B-CARD_USAGE
is -X- _ O
enabled -X- _ O
, -X- _ O
the -X- _ O
screen -X- _ O
will -X- _ O
close -X- _ O
the -X- _ O
camera -X- _ O
near -X- _ O
the -X- _ O
